0,,3.24,0,,
109.45,,3.39,1,,
0,,3.87,0,,
2.04,,3.89,0,,
3.06,,3.42,0,,
9.18,,3.81,0,,
7.65,,3.94,0,,
125.45,,3.39,1,,
4.08,,3.82,0,,
3.06,,3.65,0,,
1.02,,3.19,0,,
2.04,,3.16,0,,
3.57,,3.27,0,,
114.46,,3.3,1,,
14.8,,3.31,0,,
14.8,,3.09,0,,
12.24,,3.11,0,,
6.12,,3.13,0,,
0.51,,3.16,0,,
117.45,,3.32,1,,
7.65,,3.1,0,,
11.22,,3.37,0,,
4.08,,3.18,0,,
8.16,,3.1,0,,
16.32,,3.2,0,,
109.46,,3.33,1,,
4.59,,4.1,0,,
24.49,,4.15,0,,
22.96,,4.09,0,,
9.18,,4.06,0,,
5.1,,4.07,0,,
115.56,,3.38,1,,
12.75,,3.29,0,,
8.67,,3.27,0,,
12.75,,3.25,0,,
112.52,,3.32,1,,
7.14,,3.23,0,,
2.55,,3.34,0,,
16.33,,3.21,0,,
3.06,,3.22,0,,
5.1,,3.23,0,,
106.53,,3.34,1,,
0,,3.1,0,,
1.02,,3.15,0,,
0,,3.49,0,,
2.04,,3.45,0,,
0.51,,3.47,0,,
113.52,,3.35,1,,
8.16,,4.21,0,,
0,,4.23,0,,
2.04,,4.28,0,,
0,,4.19,0,,
9.69,,4.15,0,,
104.56,,3.8,1,,
0.51,,4.33,0,,
1.02,,4.19,0,,
2.55,,4.28,0,,
0,,4.29,0,,
9.18,,4.19,0,,
94.46,,3.36,1,,
2.55,,3.55,0,,
0.51,,3.55,0,,
109,,3.68,1,,
0,,3.91,0,,
0,,3.15,0,,
0,,3.2,0,,
7.14,,3.25,0,,
4.08,,3.3,0,,
0,,3.3,0,,
120.52,,3.35,1,,
,,,,,
,,,,,
,,,,,
